group,sense,tag,note,word,def,example
Need / require,something is necessary,evaluation,hinge on / be contingent on = depend entirely on a condition.,necessitate,to make something necessary as a result,Rapid urban growth necessitates major improvements to public transport.
Need / require,something is necessary,evaluation,hinge on / be contingent on = depend entirely on a condition.,call for,to require or make something necessary,This complex problem calls for a coordinated international response.
Need / require,something is necessary,evaluation,hinge on / be contingent on = depend entirely on a condition.,depend on,to need something in order to exist or succeed,A region's economy may depend heavily on a single export crop.
Need / require,something is necessary,evaluation,hinge on / be contingent on = depend entirely on a condition.,hinge on,to depend entirely on one key factor or condition,The project's success hinges on securing adequate government funding.
Need / require,something is necessary,evaluation,hinge on / be contingent on = depend entirely on a condition.,be contingent on,to depend on a particular condition being met,Final approval is contingent on the results of further testing.
Need / require,something is necessary,evaluation,hinge on / be contingent on = depend entirely on a condition.,entail,to involve something as a necessary part or consequence,Sustainable farming entails reducing chemical inputs and protecting soil.
Need / require,something is necessary,evaluation,hinge on / be contingent on = depend entirely on a condition.,presuppose,to require something to be true beforehand,This theory presupposes that all participants behave rationally.
Need / require,something is necessary,evaluation,hinge on / be contingent on = depend entirely on a condition.,be predicated on,to be based on or depend on something,The argument is predicated on the assumption that resources are limitless.
Need / require,something is necessary,evaluation,hinge on / be contingent on = depend entirely on a condition.,rest on,to depend on something as a foundation,"The whole conclusion rests on a single, unverified statistic."
Strong / powerful,great in force or effect,evaluation,"compelling = persuasive (an argument); robust = sturdy (evidence, a system).",robust,"strong, sturdy, and able to withstand challenge",The study's robust methodology makes its conclusions hard to dispute.
Strong / powerful,great in force or effect,evaluation,"compelling = persuasive (an argument); robust = sturdy (evidence, a system).",potent,very powerful in its effect,Social media has become a potent tool for shaping public opinion.
Strong / powerful,great in force or effect,evaluation,"compelling = persuasive (an argument); robust = sturdy (evidence, a system).",forceful,expressed or acting with strength and conviction,She made a forceful case for greater investment in renewable energy.
Strong / powerful,great in force or effect,evaluation,"compelling = persuasive (an argument); robust = sturdy (evidence, a system).",compelling,so convincing that it demands attention or belief,The researchers presented compelling evidence linking diet to longevity.
Strong / powerful,great in force or effect,evaluation,"compelling = persuasive (an argument); robust = sturdy (evidence, a system).",formidable,powerful enough to inspire respect or concern,The company faces formidable competition from emerging tech firms.
Strong / powerful,great in force or effect,evaluation,"compelling = persuasive (an argument); robust = sturdy (evidence, a system).",intense,very strong in degree or force,There is intense pressure on students to achieve top grades.
Strong / powerful,great in force or effect,evaluation,"compelling = persuasive (an argument); robust = sturdy (evidence, a system).",vigorous,"done with great energy, force, or determination",The government launched a vigorous campaign to reduce plastic waste.
Strong / powerful,great in force or effect,evaluation,"compelling = persuasive (an argument); robust = sturdy (evidence, a system).",overwhelming,so strong that it cannot be resisted or ignored,There is overwhelming scientific support for human-caused climate change.
Strong / powerful,great in force or effect,evaluation,"compelling = persuasive (an argument); robust = sturdy (evidence, a system).",dominant,most powerful or influential among others,English remains the dominant language of international academic research.
Strong / powerful,great in force or effect,evaluation,"compelling = persuasive (an argument); robust = sturdy (evidence, a system).",pronounced,very noticeable or strongly marked,The data showed a pronounced rise in urban temperatures.
Strong / powerful,great in force or effect,evaluation,"compelling = persuasive (an argument); robust = sturdy (evidence, a system).",marked,clearly noticeable and significant in degree,There was a marked improvement in test scores after the reform.
Weak / fragile,lacking strength or reliability,evaluation,tenuous / flimsy = an argument with little support; inconclusive = proves nothing.,fragile,"easily broken, damaged, or weakened",The region's fragile ecosystem cannot absorb further pollution.
Weak / fragile,lacking strength or reliability,evaluation,tenuous / flimsy = an argument with little support; inconclusive = proves nothing.,feeble,"lacking strength, force, or effectiveness",The committee offered only a feeble response to the crisis.
Weak / fragile,lacking strength or reliability,evaluation,tenuous / flimsy = an argument with little support; inconclusive = proves nothing.,flimsy,"weak and unconvincing, with little support",The accusation rested on remarkably flimsy evidence.
Weak / fragile,lacking strength or reliability,evaluation,tenuous / flimsy = an argument with little support; inconclusive = proves nothing.,tenuous,"very weak or slight, lacking firm support","The link between the two events is, at best, tenuous."
Weak / fragile,lacking strength or reliability,evaluation,tenuous / flimsy = an argument with little support; inconclusive = proves nothing.,frail,physically weak and easily harmed,Frail elderly patients are especially vulnerable to winter infections.
Weak / fragile,lacking strength or reliability,evaluation,tenuous / flimsy = an argument with little support; inconclusive = proves nothing.,vulnerable,"easily harmed, attacked, or affected",Low-income households are most vulnerable to rising energy prices.
Weak / fragile,lacking strength or reliability,evaluation,tenuous / flimsy = an argument with little support; inconclusive = proves nothing.,precarious,unstable and likely to fail or collapse,Many gig workers face a precarious and unpredictable income.
Weak / fragile,lacking strength or reliability,evaluation,tenuous / flimsy = an argument with little support; inconclusive = proves nothing.,shaky,"not firm, reliable, or well supported",The theory rests on shaky and largely outdated assumptions.
Weak / fragile,lacking strength or reliability,evaluation,tenuous / flimsy = an argument with little support; inconclusive = proves nothing.,tentative,uncertain and not yet firmly established,Researchers reached only tentative conclusions from the limited data.
Weak / fragile,lacking strength or reliability,evaluation,tenuous / flimsy = an argument with little support; inconclusive = proves nothing.,inconclusive,not leading to a firm result or proof,The trial results were inconclusive and require further investigation.
Weak / fragile,lacking strength or reliability,evaluation,tenuous / flimsy = an argument with little support; inconclusive = proves nothing.,patchy,incomplete and inconsistent in quality or coverage,Evidence for the drug's benefits remains patchy and unreliable.
Show / reveal (findings),research demonstrates something,research,suggest / indicate are TENTATIVE; demonstrate / establish are STRONG. The gap decides True vs Not Given.,demonstrate,to show clearly through evidence or proof,The experiment demonstrated a direct link between sleep and learning.
Show / reveal (findings),research demonstrates something,research,suggest / indicate are TENTATIVE; demonstrate / establish are STRONG. The gap decides True vs Not Given.,reveal,to make previously unknown information visible,The survey revealed widespread dissatisfaction with public services.
Show / reveal (findings),research demonstrates something,research,suggest / indicate are TENTATIVE; demonstrate / establish are STRONG. The gap decides True vs Not Given.,indicate,"to point to something, suggesting it tentatively",Early data indicate that the new policy may reduce emissions.
Show / reveal (findings),research demonstrates something,research,suggest / indicate are TENTATIVE; demonstrate / establish are STRONG. The gap decides True vs Not Given.,suggest,to point tentatively towards a possible conclusion,The findings suggest a possible connection between stress and illness.
Show / reveal (findings),research demonstrates something,research,suggest / indicate are TENTATIVE; demonstrate / establish are STRONG. The gap decides True vs Not Given.,establish,to prove something firmly and beyond doubt,The study established that the vaccine was both safe and effective.
Show / reveal (findings),research demonstrates something,research,suggest / indicate are TENTATIVE; demonstrate / establish are STRONG. The gap decides True vs Not Given.,confirm,to prove that something is definitely true,Later trials confirmed the earlier researchers' surprising results.
Show / reveal (findings),research demonstrates something,research,suggest / indicate are TENTATIVE; demonstrate / establish are STRONG. The gap decides True vs Not Given.,highlight,to draw particular attention to something important,The report highlights the urgent need for clean drinking water.
Show / reveal (findings),research demonstrates something,research,suggest / indicate are TENTATIVE; demonstrate / establish are STRONG. The gap decides True vs Not Given.,point to,to suggest or indicate a particular conclusion,All the available evidence points to human activity as the cause.
Show / reveal (findings),research demonstrates something,research,suggest / indicate are TENTATIVE; demonstrate / establish are STRONG. The gap decides True vs Not Given.,shed light on,to make something easier to understand,The fossils shed light on how early mammals evolved.
Show / reveal (findings),research demonstrates something,research,suggest / indicate are TENTATIVE; demonstrate / establish are STRONG. The gap decides True vs Not Given.,uncover,to discover or reveal something previously hidden,Investigators uncovered serious flaws in the original study.
Show / reveal (findings),research demonstrates something,research,suggest / indicate are TENTATIVE; demonstrate / establish are STRONG. The gap decides True vs Not Given.,bring to light,to make something hidden known or visible,The audit brought to light years of financial mismanagement.
Show / reveal (findings),research demonstrates something,research,suggest / indicate are TENTATIVE; demonstrate / establish are STRONG. The gap decides True vs Not Given.,attest to,to provide clear evidence that something is true,The ruins attest to the city's former wealth and power.
Discover / find,come to know something previously hidden,research,ascertain / pinpoint = find out precisely; stumble upon = find by chance.,detect,to notice or discover something not easily seen,New sensors can detect tiny changes in ocean temperature.
Discover / find,come to know something previously hidden,research,ascertain / pinpoint = find out precisely; stumble upon = find by chance.,identify,to recognise and name what something is,Researchers identified a new species during the rainforest survey.
Discover / find,come to know something previously hidden,research,ascertain / pinpoint = find out precisely; stumble upon = find by chance.,uncover,to discover something previously hidden or unknown,Archaeologists uncovered tools dating back thousands of years.
Discover / find,come to know something previously hidden,research,ascertain / pinpoint = find out precisely; stumble upon = find by chance.,unearth,to discover something by digging or careful searching,The excavation unearthed an unusually well-preserved skeleton.
Discover / find,come to know something previously hidden,research,ascertain / pinpoint = find out precisely; stumble upon = find by chance.,come across,to find something by chance while doing something else,She came across the missing records while reorganising the archive.
Discover / find,come to know something previously hidden,research,ascertain / pinpoint = find out precisely; stumble upon = find by chance.,pinpoint,to find or identify something exactly and precisely,Scientists pinpointed the gene responsible for the disorder.
Discover / find,come to know something previously hidden,research,ascertain / pinpoint = find out precisely; stumble upon = find by chance.,locate,to find the exact position of something,Satellites helped researchers locate the source of the pollution.
Discover / find,come to know something previously hidden,research,ascertain / pinpoint = find out precisely; stumble upon = find by chance.,ascertain,to find out something with certainty,Investigators sought to ascertain the true cause of the collapse.
Discover / find,come to know something previously hidden,research,ascertain / pinpoint = find out precisely; stumble upon = find by chance.,stumble upon,to find something unexpectedly and by accident,The team stumbled upon the discovery while testing another theory.
Discover / find,come to know something previously hidden,research,ascertain / pinpoint = find out precisely; stumble upon = find by chance.,bring to light,to discover and make known something hidden,The research brought to light an overlooked source of contamination.
Discover / find,come to know something previously hidden,research,ascertain / pinpoint = find out precisely; stumble upon = find by chance.,track down,to find something after a determined search,Historians tracked down the original manuscript in a private collection.
Examine / analyse,study something closely,research,scrutinise / dissect = examine in fine detail; appraise / assess = judge the value of.,analyse,to examine something closely to understand it,Researchers analysed the data to identify long-term trends.
Examine / analyse,study something closely,research,scrutinise / dissect = examine in fine detail; appraise / assess = judge the value of.,investigate,to study something carefully to learn the facts,The team investigated the causes of the sudden population decline.
Examine / analyse,study something closely,research,scrutinise / dissect = examine in fine detail; appraise / assess = judge the value of.,scrutinise,to examine something very carefully and in detail,Editors scrutinise every claim before publishing the article.
Examine / analyse,study something closely,research,scrutinise / dissect = examine in fine detail; appraise / assess = judge the value of.,assess,"to judge the nature, quality, or value of something",The study assessed the impact of tourism on coral reefs.
Examine / analyse,study something closely,research,scrutinise / dissect = examine in fine detail; appraise / assess = judge the value of.,evaluate,to judge carefully the value or effectiveness of something,Teachers evaluated whether the new method improved learning.
Examine / analyse,study something closely,research,scrutinise / dissect = examine in fine detail; appraise / assess = judge the value of.,explore,to examine or investigate something thoroughly,The paper explores how language shapes the way we think.
Examine / analyse,study something closely,research,scrutinise / dissect = examine in fine detail; appraise / assess = judge the value of.,probe,to investigate something deeply and persistently,The study probed the hidden causes of workplace stress.
Examine / analyse,study something closely,research,scrutinise / dissect = examine in fine detail; appraise / assess = judge the value of.,look into,to investigate or examine something,The agency promised to look into the safety complaints.
Examine / analyse,study something closely,research,scrutinise / dissect = examine in fine detail; appraise / assess = judge the value of.,dissect,"to analyse something in fine, careful detail",The lecture dissected the argument point by point.
Examine / analyse,study something closely,research,scrutinise / dissect = examine in fine detail; appraise / assess = judge the value of.,appraise,to assess carefully the value or quality of something,Experts appraised the painting's authenticity and worth.
Examine / analyse,study something closely,research,scrutinise / dissect = examine in fine detail; appraise / assess = judge the value of.,survey,to examine or review something broadly and overall,The article surveys recent developments in renewable energy.
Examine / analyse,study something closely,research,scrutinise / dissect = examine in fine detail; appraise / assess = judge the value of.,delve into,to investigate something deeply and thoroughly,The book delves into the origins of human language.
Predict / forecast,say what will happen in future,research,project / extrapolate = calculate forward from data; speculate = guess without firm proof.,forecast,to predict future events using current information,Economists forecast steady growth for the coming decade.
Predict / forecast,say what will happen in future,research,project / extrapolate = calculate forward from data; speculate = guess without firm proof.,anticipate,to expect something to happen and prepare for it,Planners anticipate a sharp rise in urban populations.
Predict / forecast,say what will happen in future,research,project / extrapolate = calculate forward from data; speculate = guess without firm proof.,project,to calculate a future figure based on current data,Officials project that demand for water will double by 2050.
Predict / forecast,say what will happen in future,research,project / extrapolate = calculate forward from data; speculate = guess without firm proof.,foresee,to be aware of a future event before it happens,Few analysts foresaw the rapid collapse of the market.
Predict / forecast,say what will happen in future,research,project / extrapolate = calculate forward from data; speculate = guess without firm proof.,envisage,to imagine or expect something in the future,Researchers envisage a future powered largely by renewable energy.
Predict / forecast,say what will happen in future,research,project / extrapolate = calculate forward from data; speculate = guess without firm proof.,estimate,to roughly calculate a future or unknown value,Scientists estimate that temperatures will rise by two degrees.
Predict / forecast,say what will happen in future,research,project / extrapolate = calculate forward from data; speculate = guess without firm proof.,extrapolate,to predict by extending known data into the future,They extrapolated future trends from twenty years of records.
Predict / forecast,say what will happen in future,research,project / extrapolate = calculate forward from data; speculate = guess without firm proof.,speculate,to guess about the future without firm evidence,Some experts speculate that the technology will soon become standard.
Predict / forecast,say what will happen in future,research,project / extrapolate = calculate forward from data; speculate = guess without firm proof.,prophesy,to predict that something will happen in the future,Critics prophesied that the reforms would eventually fail.
Predict / forecast,say what will happen in future,research,project / extrapolate = calculate forward from data; speculate = guess without firm proof.,see coming,to predict or expect something before it happens,Hardly anyone saw the financial crisis coming.
Think / believe (opinion),hold or state a view,opinion,concede / acknowledge = admit reluctantly; refute / dismiss = reject. Track WHOSE view it is.,argue,to state and support a view with reasons,The author argues that schools should teach financial literacy.
Think / believe (opinion),hold or state a view,opinion,concede / acknowledge = admit reluctantly; refute / dismiss = reject. Track WHOSE view it is.,claim,to state something as true without proving it,The company claims its product reduces energy use significantly.
Think / believe (opinion),hold or state a view,opinion,concede / acknowledge = admit reluctantly; refute / dismiss = reject. Track WHOSE view it is.,maintain,to keep stating a view firmly despite opposition,She maintains that the original findings were essentially correct.
Think / believe (opinion),hold or state a view,opinion,concede / acknowledge = admit reluctantly; refute / dismiss = reject. Track WHOSE view it is.,assert,to state a view confidently and forcefully,Critics assert that the policy unfairly disadvantages poorer families.
Think / believe (opinion),hold or state a view,opinion,concede / acknowledge = admit reluctantly; refute / dismiss = reject. Track WHOSE view it is.,contend,"to argue a position, often against opposing views",Some historians contend that the war was largely avoidable.
Think / believe (opinion),hold or state a view,opinion,concede / acknowledge = admit reluctantly; refute / dismiss = reject. Track WHOSE view it is.,hold the view,to have a particular opinion or belief,Many economists hold the view that the tax is counterproductive.
Think / believe (opinion),hold or state a view,opinion,concede / acknowledge = admit reluctantly; refute / dismiss = reject. Track WHOSE view it is.,posit,to put forward an idea as a basis for argument,The theory posits that early humans cooperated to survive.
Think / believe (opinion),hold or state a view,opinion,concede / acknowledge = admit reluctantly; refute / dismiss = reject. Track WHOSE view it is.,advocate,to publicly support or recommend a particular view,The report advocates greater investment in early education.
Think / believe (opinion),hold or state a view,opinion,concede / acknowledge = admit reluctantly; refute / dismiss = reject. Track WHOSE view it is.,be convinced,to firmly believe something is true,The researchers are convinced that the link is genuine.
Think / believe (opinion),hold or state a view,opinion,concede / acknowledge = admit reluctantly; refute / dismiss = reject. Track WHOSE view it is.,concede,to admit something reluctantly as true,The author concedes that the data are far from complete.
Think / believe (opinion),hold or state a view,opinion,concede / acknowledge = admit reluctantly; refute / dismiss = reject. Track WHOSE view it is.,acknowledge,to accept or admit that something is true,Critics acknowledge that the policy had some clear benefits.
Think / believe (opinion),hold or state a view,opinion,concede / acknowledge = admit reluctantly; refute / dismiss = reject. Track WHOSE view it is.,dismiss,to reject an idea as unworthy of consideration,Early scientists dismissed the theory as pure speculation.
Think / believe (opinion),hold or state a view,opinion,concede / acknowledge = admit reluctantly; refute / dismiss = reject. Track WHOSE view it is.,refute,to prove that a claim or argument is wrong,Later experiments refuted the original hypothesis entirely.
Think / believe (opinion),hold or state a view,opinion,concede / acknowledge = admit reluctantly; refute / dismiss = reject. Track WHOSE view it is.,deem,to consider or judge something to be a certain way,The committee deemed the proposal too risky to approve.
Suggest / propose,put forward an idea or plan,opinion,"Compare with 'suggest' under findings — here it means propose, not weak evidence.",propose,put forward an idea or plan for others to consider,The researchers propose a new model to explain language acquisition in infants.
Suggest / propose,put forward an idea or plan,opinion,"Compare with 'suggest' under findings — here it means propose, not weak evidence.",recommend,suggest something as the best course of action,The report recommends investing in renewable energy over the next decade.
Suggest / propose,put forward an idea or plan,opinion,"Compare with 'suggest' under findings — here it means propose, not weak evidence.",put forward,present an idea or plan for discussion,Several scholars have put forward theories to account for the city's sudden decline.
Suggest / propose,put forward an idea or plan,opinion,"Compare with 'suggest' under findings — here it means propose, not weak evidence.",advance,present an argument or idea for consideration,The author advances the view that diet strongly shapes cognitive development.
Suggest / propose,put forward an idea or plan,opinion,"Compare with 'suggest' under findings — here it means propose, not weak evidence.",posit,suggest an idea as a basis for argument or analysis,The study posits a direct link between sleep quality and memory retention.
Suggest / propose,put forward an idea or plan,opinion,"Compare with 'suggest' under findings — here it means propose, not weak evidence.",float (an idea),suggest an idea tentatively to gauge reactions,The committee floated the idea of extending the trial to other regions.
Suggest / propose,put forward an idea or plan,opinion,"Compare with 'suggest' under findings — here it means propose, not weak evidence.",submit,put forward a point of view formally for consideration,The lawyer submitted that the evidence had been wrongly interpreted.
Suggest / propose,put forward an idea or plan,opinion,"Compare with 'suggest' under findings — here it means propose, not weak evidence.",venture,offer an opinion or suggestion cautiously,She ventured a theory that climate shifts had driven the migration.
Suggest / propose,put forward an idea or plan,opinion,"Compare with 'suggest' under findings — here it means propose, not weak evidence.",set out,present a plan or argument clearly and in order,The paper sets out a framework for measuring urban air quality.
Suggest / propose,put forward an idea or plan,opinion,"Compare with 'suggest' under findings — here it means propose, not weak evidence.",table,formally put forward a proposal for discussion,The delegation tabled a proposal to reduce fishing quotas significantly.
Suggest / propose,put forward an idea or plan,opinion,"Compare with 'suggest' under findings — here it means propose, not weak evidence.",moot,raise an idea for discussion without firm commitment,A merger between the two institutions was first mooted last year.
Describe / explain,give an account of something,opinion,account for = explain WHY; outline = give the main points only.,outline,give only the main points of something,The introduction outlines the key stages of the research process.
Describe / explain,give an account of something,opinion,account for = explain WHY; outline = give the main points only.,illustrate,explain or make clear by giving examples,The author illustrates the theory with case studies from three countries.
Describe / explain,give an account of something,opinion,account for = explain WHY; outline = give the main points only.,account for,explain the reason or cause of something,This theory accounts for why bird populations fell so sharply.
Describe / explain,give an account of something,opinion,account for = explain WHY; outline = give the main points only.,set out,explain or present something clearly and fully,The chapter sets out the main arguments against the proposed reform.
Describe / explain,give an account of something,opinion,account for = explain WHY; outline = give the main points only.,depict,describe or represent something in words or images,The novel depicts rural life during the early industrial period.
Describe / explain,give an account of something,opinion,account for = explain WHY; outline = give the main points only.,characterise,describe the distinctive nature or features of something,Critics characterise his style as both precise and emotionally restrained.
Describe / explain,give an account of something,opinion,account for = explain WHY; outline = give the main points only.,define,state the exact meaning of something,The study carefully defines what counts as long-term unemployment.
Describe / explain,give an account of something,opinion,account for = explain WHY; outline = give the main points only.,elaborate on,explain something in greater detail,The lecturer elaborated on the findings during the second session.
Describe / explain,give an account of something,opinion,account for = explain WHY; outline = give the main points only.,spell out,explain something clearly and in full detail,The guidelines spell out exactly how samples should be collected.
Describe / explain,give an account of something,opinion,account for = explain WHY; outline = give the main points only.,portray,describe or represent someone or something in a particular way,The media often portray scientists as detached from everyday concerns.
Describe / explain,give an account of something,opinion,account for = explain WHY; outline = give the main points only.,expound,explain an idea or theory in detail,The philosopher expounds her ethical theory across several chapters.
Certainty / likelihood,how sure the claim is,certainty,These modal hedges are answer-deciders. 'tend to' ≠ 'always'; 'may' ≠ 'does'.,undoubtedly,without any doubt; certainly,The discovery undoubtedly changed how scientists viewed the disease.
Certainty / likelihood,how sure the claim is,certainty,These modal hedges are answer-deciders. 'tend to' ≠ 'always'; 'may' ≠ 'does'.,presumably,"probably, based on reasonable assumption",The artefacts were presumably traded across the region long ago.
Certainty / likelihood,how sure the claim is,certainty,These modal hedges are answer-deciders. 'tend to' ≠ 'always'; 'may' ≠ 'does'.,arguably,"possibly, as can be reasonably argued",This is arguably the most influential study in the field.
Certainty / likelihood,how sure the claim is,certainty,These modal hedges are answer-deciders. 'tend to' ≠ 'always'; 'may' ≠ 'does'.,it is likely that,used to say something is probable but not certain,It is likely that warmer winters contributed to the insect's spread.
Certainty / likelihood,how sure the claim is,certainty,These modal hedges are answer-deciders. 'tend to' ≠ 'always'; 'may' ≠ 'does'.,tend to,"used to show a general likelihood, not a certainty",Older participants tend to recall events more selectively.
Certainty / likelihood,how sure the claim is,certainty,These modal hedges are answer-deciders. 'tend to' ≠ 'always'; 'may' ≠ 'does'.,may / might / could,"used to show something is possible, not certain","The drug may reduce symptoms, though further trials are needed."
Certainty / likelihood,how sure the claim is,certainty,These modal hedges are answer-deciders. 'tend to' ≠ 'always'; 'may' ≠ 'does'.,it appears,used to suggest something seems true from evidence,It appears that the population stabilised around the same period.
Certainty / likelihood,how sure the claim is,certainty,These modal hedges are answer-deciders. 'tend to' ≠ 'always'; 'may' ≠ 'does'.,seemingly,"apparently, based on how things look",The two findings are seemingly unrelated yet share one cause.
Certainty / likelihood,how sure the claim is,certainty,These modal hedges are answer-deciders. 'tend to' ≠ 'always'; 'may' ≠ 'does'.,in all probability,very probably; almost certainly,"In all probability, the settlement was abandoned after the flood."
Certainty / likelihood,how sure the claim is,certainty,These modal hedges are answer-deciders. 'tend to' ≠ 'always'; 'may' ≠ 'does'.,be bound to,be certain or very likely to happen,Such rapid growth is bound to strain existing resources.
Certainty / likelihood,how sure the claim is,certainty,These modal hedges are answer-deciders. 'tend to' ≠ 'always'; 'may' ≠ 'does'.,conceivably,possibly; it is imaginable that,The technique could conceivably be applied to other materials.
Certainty / likelihood,how sure the claim is,certainty,These modal hedges are answer-deciders. 'tend to' ≠ 'always'; 'may' ≠ 'does'.,ostensibly,"as it appears on the surface, though perhaps not truly",The reform was ostensibly about fairness but raised costs instead.
Similar / the same,"alike, in common",relations,"be analogous to / parallel = structurally similar, often in arguments.",resemble,be similar to something in appearance or nature,The early prototype closely resembles modern designs in its layout.
Similar / the same,"alike, in common",relations,"be analogous to / parallel = structurally similar, often in arguments.",be akin to,be similar or related to something,Learning a dialect is akin to learning a separate language entirely.
Similar / the same,"alike, in common",relations,"be analogous to / parallel = structurally similar, often in arguments.",mirror,closely match or reflect something else,The survey results mirror those of earlier national studies.
Similar / the same,"alike, in common",relations,"be analogous to / parallel = structurally similar, often in arguments.",parallel,be similar or correspond to something else,The decline in trade parallels the fall in agricultural output.
Similar / the same,"alike, in common",relations,"be analogous to / parallel = structurally similar, often in arguments.",comparable,similar enough to be usefully compared,The two cities have comparable populations and economic structures.
Similar / the same,"alike, in common",relations,"be analogous to / parallel = structurally similar, often in arguments.",in line with,consistent with or matching something else,The findings are in line with predictions made by the model.
Similar / the same,"alike, in common",relations,"be analogous to / parallel = structurally similar, often in arguments.",correspond to,match or be equivalent to something,Each colour on the map corresponds to a different rainfall level.
Similar / the same,"alike, in common",relations,"be analogous to / parallel = structurally similar, often in arguments.",share traits with,have features in common with something,This species shares traits with reptiles found on nearby islands.
Similar / the same,"alike, in common",relations,"be analogous to / parallel = structurally similar, often in arguments.",echo,repeat or closely reflect another idea or result,Her conclusions echo those reached by researchers decades earlier.
Similar / the same,"alike, in common",relations,"be analogous to / parallel = structurally similar, often in arguments.",be analogous to,"be similar in structure or function, useful for comparison",The brain's networks are analogous to a city's transport system.
Similar / the same,"alike, in common",relations,"be analogous to / parallel = structurally similar, often in arguments.",on a par with,at the same level as something else,The new method's accuracy is on a par with established techniques.
Similar / the same,"alike, in common",relations,"be analogous to / parallel = structurally similar, often in arguments.",in keeping with,matching or consistent with something,The design is in keeping with the building's historical character.
Different / unlike,"not alike, in contrast",relations,be at odds with = conflict — a strong signal for a False answer.,differ from,be unlike something in some way,Urban diets differ from rural ones in their reliance on processed food.
Different / unlike,"not alike, in contrast",relations,be at odds with = conflict — a strong signal for a False answer.,diverge,become different or move in separate directions,The two theories diverge sharply on the question of cause.
Different / unlike,"not alike, in contrast",relations,be at odds with = conflict — a strong signal for a False answer.,in contrast to,used to show a clear difference from something,"In contrast to earlier work, this study found no measurable effect."
Different / unlike,"not alike, in contrast",relations,be at odds with = conflict — a strong signal for a False answer.,distinct from,clearly separate or different from something,Spoken grammar is distinct from the rules taught in writing.
Different / unlike,"not alike, in contrast",relations,be at odds with = conflict — a strong signal for a False answer.,be at odds with,conflict with or contradict something,These results are at odds with the company's official claims.
Different / unlike,"not alike, in contrast",relations,be at odds with = conflict — a strong signal for a False answer.,unlike,different from; not similar to,"Unlike its neighbours, the region saw no rise in unemployment."
Different / unlike,"not alike, in contrast",relations,be at odds with = conflict — a strong signal for a False answer.,vary from,be different from something or among cases,Rainfall varies considerably from one valley to the next.
Different / unlike,"not alike, in contrast",relations,be at odds with = conflict — a strong signal for a False answer.,set apart,make distinct or different from others,Its dense root system sets this plant apart from related species.
Different / unlike,"not alike, in contrast",relations,be at odds with = conflict — a strong signal for a False answer.,a far cry from,very different from something,The final design was a far cry from the original sketch.
Different / unlike,"not alike, in contrast",relations,be at odds with = conflict — a strong signal for a False answer.,contrast sharply,differ very clearly and strongly,Their methods contrast sharply with traditional approaches.
Different / unlike,"not alike, in contrast",relations,be at odds with = conflict — a strong signal for a False answer.,depart from,differ from or move away from a usual practice,The new policy departs from the approach taken for decades.
Different / unlike,"not alike, in contrast",relations,be at odds with = conflict — a strong signal for a False answer.,bear no resemblance to,be completely different from something,The modern language bears no resemblance to its ancient form.
Complex / complicated,"hard to understand, many parts",clarity,sophisticated can be positive (advanced); convoluted is negative (needlessly complex).,intricate,"having many small, connected parts; detailed and complex",The clock relies on an intricate system of tiny moving gears.
Complex / complicated,"hard to understand, many parts",clarity,sophisticated can be positive (advanced); convoluted is negative (needlessly complex).,convoluted,needlessly complicated and hard to follow,The argument was so convoluted that few readers grasped it.
Complex / complicated,"hard to understand, many parts",clarity,sophisticated can be positive (advanced); convoluted is negative (needlessly complex).,elaborate,detailed and developed with many parts,Ancient builders devised elaborate methods for moving heavy stone.
Complex / complicated,"hard to understand, many parts",clarity,sophisticated can be positive (advanced); convoluted is negative (needlessly complex).,sophisticated,"advanced and complex, often in a positive sense",Modern telescopes use sophisticated software to sharpen images.
Complex / complicated,"hard to understand, many parts",clarity,sophisticated can be positive (advanced); convoluted is negative (needlessly complex).,multifaceted,having many different aspects or features,Poverty is a multifaceted problem with social and economic roots.
Complex / complicated,"hard to understand, many parts",clarity,sophisticated can be positive (advanced); convoluted is negative (needlessly complex).,tangled,twisted together and confusingly complicated,The tangled web of regulations slowed the project considerably.
Complex / complicated,"hard to understand, many parts",clarity,sophisticated can be positive (advanced); convoluted is negative (needlessly complex).,knotty,difficult and complicated to solve or understand,The treaty raised several knotty legal questions about ownership.
Complex / complicated,"hard to understand, many parts",clarity,sophisticated can be positive (advanced); convoluted is negative (needlessly complex).,labyrinthine,"extremely complicated, like a maze",The labyrinthine bureaucracy delayed approval for years.
Complex / complicated,"hard to understand, many parts",clarity,sophisticated can be positive (advanced); convoluted is negative (needlessly complex).,involved,complicated and difficult to follow,The proof is too involved to summarise in a single paragraph.
Complex / complicated,"hard to understand, many parts",clarity,sophisticated can be positive (advanced); convoluted is negative (needlessly complex).,byzantine,"excessively complex, with hidden rules and detail",The tax system had become byzantine after decades of amendments.
Simple / clear,easy to grasp,clarity,lucid / coherent = clearly expressed; clear-cut = leaving no doubt.,straightforward,simple and easy to understand or do,"The instructions were straightforward, so volunteers needed little training."
Simple / clear,easy to grasp,clarity,lucid / coherent = clearly expressed; clear-cut = leaving no doubt.,clear-cut,definite and leaving no room for doubt,The data gave a clear-cut answer to the central question.
Simple / clear,easy to grasp,clarity,lucid / coherent = clearly expressed; clear-cut = leaving no doubt.,plain,simple and easy to understand; not elaborate,"The report explains the risks in plain, accessible language."
